Topic_no,Keywords,Contrib,System,Text
8,"write, flush, thread, error, memtable, compaction, wait, call, operation, user, time, lock, recovery, finish, commit, case, stat, trigger, follow, background",0.0652,conscrypt,Locking down NativeConstants (#165)/
,,0.1715,frostwire,"[android] moved configuration creation to Application#onCreateSafe/[android] s/invokeAsync/async/[android] MainApplication starts BTEngine in individual thread When simulating a slow BTEngineInitializer taking up to a minute to start and running this Runnable on the Engine Blocking Thread Pool, it would make the Thread Pool queue up more than 20 tasks very quickly, which in production I believe would lead to OOM errors. After moving this very neural initialization to a thread of its own the issue no longer occurs since other Runnables in the threadpool are free to continue (Except for those waiting for the context latch) I believe that such Runnables that make use of BTEngine.instance() calls should only make such use if the application cannot function without them, for example, when registering setting listeners and other startup/bootstrap related tasks. If a Runnable makes use of BTEngine.instance() and its not a life/death use of BTEngine, it should end its thread if it encounters that BTEngine hasnt been initialized yet (ctx null)/[android] cant sync media store without BTEngine context/[android] BTEngine setup in the background, biggest ANR offender left/"
,,0.0673,jna,revise string encoding/
,,0.0673,jna,revise string encoding/
,,0.0847,jna,fix library load error w/unicode/revise thread termination flag logic/fix 32-bit build under MSVC 10/revise string encoding/
,,0.0689,jna,structure alignment fixes for ARM/initial callback behavior flags setup and test harness/
,,0.0737,jna,use consistent GC waits/
,,0.0673,jna,revise string encoding/
,,0.0737,jna,"fix building under newer xcode, fix compiler warning/improve performance saving last error (per thread)/"
,,0.063,jna,Added com.sun.jna.platform.win32.Kernel32.ResetEvent./
,,0.071,jna,Separate NIO buffer mappings between Kernel32 and CoreDLL/
,,0.0713,OpenDDS,"Injection of PoolAllocationBase./Configure pool size based on file. Additional logging, move constructor,destructor inside body/"
,,0.1397,OpenDDS,"If connect fails, need to remove TcpDatalink from links_ so that any future joining or currently waiting datawriters dont assume that link will finish in the future and wait on it indefinitely. If any are already waiting, invoke their on_start_callbacks with false to allow them to create a new datalink and connection and try to connect directly./Rollback changes to error logging in commit 88c6f4977dbf4172a31ce5d971faeec4fff7f54b/Change log message to actual error if the connect fails with error/Additional logging in the TcpTransport around connect_datalink and find_datalink_i to see why connect is returning nil link/Some additional logging in the TcpTransport and TcpDataLink for tracking passive side actions/"
,,0.0673,OpenDDS,Fixed hex conversion errors. Fixed multiple calls to write_subscription_data and write_publication-data./
,,0.0657,OpenDDS,Using publication status to decide when to finish program/
,,0.0639,OpenDDS,ws_common.h: Put Kludges In Order by ver/
,,0.0813,OpenDDS,"LocalCredentialData.h: add missing ""ERROR""s to error msg/LocalCredentialData: Prop debug/error msgs/"
,,0.0694,OpenDDS,Fix Group Presentation by Instance QoS/
,,0.0628,OpenDDS,fixing wchar compilance on ACE apis/
,,0.0737,OpenDDS,opendds_idl: Add error and readd warning/opendds_idl: Error if idl version 4/
,,0.18100000000000002,OpenDDS,"ReactorInterceptor wait is broken To support a straight enqueue while processing commands in the ReactorInterceptor, it was necessary to release the queue lock before each command was executed. This broke the existing semantics of wait because the following sequence was possible: Non-reactor thread: execute_or_enqueue (command is placed on the queue) Reactor thread: command is take off the queue but not executed yet Non-reactor thread: wait (returns immediately since the queue is empty) ... wait returned without the command being executed ... Solution: enqueue and execute_or_enqueue return a Command with a wait method. A thread can use this wait on a specify command to complete. The ReactorInterceptor signals the Command to unblock any waiting thread./migrate TransportClient impls_ to use WeakRcHandle to avoid segfault issues when impl is cleaned up/"
,,0.1838,OpenDDS,"updating TcpReconnectTask to protect TcpTransport / Reactor during reconnect actions, updating TcpConnection to use ReactorInterceptor/Use OPENDDS_ASSERT/Updates from review/ReactorInterceptor wait is broken To support a straight enqueue while processing commands in the ReactorInterceptor, it was necessary to release the queue lock before each command was executed. This broke the existing semantics of wait because the following sequence was possible: Non-reactor thread: execute_or_enqueue (command is placed on the queue) Reactor thread: command is take off the queue but not executed yet Non-reactor thread: wait (returns immediately since the queue is empty) ... wait returned without the command being executed ... Solution: enqueue and execute_or_enqueue return a Command with a wait method. A thread can use this wait on a specify command to complete. The ReactorInterceptor signals the Command to unblock any waiting thread./resolving PR comments (ReactorInterceptor)/updating reactor interceptor to release internal mutex when executing commands/"
,,0.1871,OpenDDS,"Updates from review/ReactorInterceptor wait is broken To support a straight enqueue while processing commands in the ReactorInterceptor, it was necessary to release the queue lock before each command was executed. This broke the existing semantics of wait because the following sequence was possible: Non-reactor thread: execute_or_enqueue (command is placed on the queue) Reactor thread: command is take off the queue but not executed yet Non-reactor thread: wait (returns immediately since the queue is empty) ... wait returned without the command being executed ... Solution: enqueue and execute_or_enqueue return a Command with a wait method. A thread can use this wait on a specify command to complete. The ReactorInterceptor signals the Command to unblock any waiting thread./resolving PR comments (ReactorInterceptor)/updating reactor interceptor to release internal mutex when executing commands/"
,,0.0772,OpenDDS,improve InstanceStates contention over ReactorInterceptor mutex/
,,0.0984,OpenDDS,Remove delete / release from within SingleSendBuffer mutex locking / RtpsWriter mutex locking/
