Topic_no,Keywords,Contrib,System,Text
15,"block, read, key, file, index, summary, sst_file, check, range_deletion, make, size, change, property, end, range, format, add, write, tombstone, blob",0.0902,conscrypt,"Add a function to force an engine read. (#453) The SSLEngine implementation sometimes need to prompt BoringSSL to process any incoming TLS data in order to determine whether there is enough data to produce plaintext. We previously were reading into a zero-byte buffer to do this, but that causes ambiguity in return values because a return of 0 from SSL_read() could mean a failure (generally EOF) or could mean a successful read of 0 bytes (which would be expected when reading into a zero-byte array). Instead, use SSL_peek. Fixes"
,,0.0648,frostwire,[android] ApolloFragmentAdpter.java recovers from possible index out of bounds exception/
,,0.0652,frostwire,[desktop] cleanup of old unused code in StringUtils (not the apache one)/
,,0.066,jna,require structure field order/address issue
,,0.0697,jna,improve library load debugging/revise string encoding/
,,0.0657,jna,check for options caching/revise string encoding/
,,0.066,jna,require structure field order/address issue
,,0.0577,jna,Mapped SHGetSpecialFolderPath of Shell32.dll/
,,0.0577,jna,Mapped SHGetSpecialFolderPath of Shell32.dll/
,,0.066,jna,require structure field order/address issue
,,0.0681,OpenDDS,Some more compiler fixes/Add WeakRcHandle support for RcObject subclasses/
,,0.0769,pljava,"Mention JDBC 4.0 to 4.2 types in Oid.c. These are still not given any mapping other than to InvalidOid, but at least they are mentioned (conditionally, for the JDBC 4.2 ones) in the switch statement now./"
,,0.0697,realm-java,updated check for less than 0 row index macro/
,,0.0738,realm-java,Primary keys are now indexed. Refactored Table/Row for missing cases + cleaner code. Additional unit tests./
,,0.0657,rocksdb,use mmap on 64-bit machines to speed-up reads; small build fixes/
,,0.0677,rocksdb,use mmap on 64-bit machines to speed-up reads; small build fixes/
,,0.1104,rocksdb,"[RocksDB] Refactor table.cc to reduce code duplication and improve readability. Summary: In table.cc, the code section that reads in BlockContent and then put it into a Block, appears at least 4 times. This is too much duplication. BlockReader is much shorter after the change and reads way better. D10077 attempted that for index block read. This is a complete cleanup. Test Plan: make check; ./db_stress Reviewers: dhruba, sheki Reviewed By: dhruba CC: leveldb Differential Revision:"
,,0.1232,rocksdb,"[RocksDB] Refactor table.cc to reduce code duplication and improve readability. Summary: In table.cc, the code section that reads in BlockContent and then put it into a Block, appears at least 4 times. This is too much duplication. BlockReader is much shorter after the change and reads way better. D10077 attempted that for index block read. This is a complete cleanup. Test Plan: make check; ./db_stress Reviewers: dhruba, sheki Reviewed By: dhruba CC: leveldb Differential Revision:"
,,0.1183,rocksdb,"[RocksDB] Improve sst_dump to take user key range Summary: The ability to dump internal keys associated with certain user keys, directly from sst files, is very useful for diagnosis. Will incorporate it directly into ldb later. Test Plan: run it Reviewers: dhruba CC: leveldb Differential Revision:"
,,0.0887,rocksdb,"Implement a compressed block cache. Summary: Rocksdb can now support a uncompressed block cache, or a compressed block cache or both. Lookups first look for a block in the uncompressed cache, if it is not found only then it is looked up in the compressed cache. If it is found in the compressed cache, then it is uncompressed and inserted into the uncompressed cache. It is possible that the same block resides in the compressed cache as well as the uncompressed cache at the same time. Both caches have their own individual LRU policy. Test Plan: Unit test case attached. Reviewers: kailiu, sdong, haobo, leveldb Reviewed By: haobo CC: xjin, haobo Differential Revision:"
,,0.1491,rocksdb,"Fix stress test failure when using mmap-reads. Summary: The mmap-read file->Read() does not use the scratch buffer to read in file-contents. Test Plan: ./db_stress Reviewers: haobo, kailiu Reviewed By: kailiu CC: leveldb, kailiu, emayanke Differential Revision: a compressed block cache. Summary: Rocksdb can now support a uncompressed block cache, or a compressed block cache or both. Lookups first look for a block in the uncompressed cache, if it is not found only then it is looked up in the compressed cache. If it is found in the compressed cache, then it is uncompressed and inserted into the uncompressed cache. It is possible that the same block resides in the compressed cache as well as the uncompressed cache at the same time. Both caches have their own individual LRU policy. Test Plan: Unit test case attached. Reviewers: kailiu, sdong, haobo, leveldb Reviewed By: haobo CC: xjin, haobo Differential Revision:"
