Topic_no,Keywords,Contrib,System,Text
5,"file, compaction, level, delete, set, base, number, time, case, compact, open, current, change, default, large, move, overlap, fail, range, flush",0.0848,frostwire,[android] Updates file count after files are deleted. Fixes
,,0.0824,javacpp,"* Output compiled libraries to user specified class path by default for input classes inside JAR files, etc/"
,,0.0716,jna,Moved m68k files/
,,0.066,jna,Moved files from old home/
,,0.0648,jna,"Use canonical arch more consistently, work around OpenJDK ppc64le bug reporting os.arch/"
,,0.0689,OpenDDS,"Initialize variables, log config file parsing at level 9 or higher/"
,,0.0685,OpenDDS,Initial change to allow Watchdog to support scheduling a timer with an interval and a delay./
,,0.0724,OpenDDS,Initial change to allow Watchdog to support scheduling a timer with an interval and a delay./
,,0.0738,OpenDDS,DataReaderImpl: print reason for no data return/Reliable Time based Filter fix: move() conflict/
,,0.0609,pljava,Testcase covering bug
,,0.0731,realm-java,Updated testcode to use new add() and insert(). Mixed values can now be literals./removed some warnings in jni files. Rearranged experiment/example Java files/
,,0.1541,realm-java,"More GCed ref for flaky test (#3135)/Optimistic opening of a Realm file (#3013) We have anecdotal evidence that multiple processes might be open for the same app. We have not been able to verify this, but the result matches the ""IncompatibleLockFile"" errors reported in This happens if the two processes have two versions of Realm (e.g. during app upgrades). This PR is based on our assumption that such an overlap is not intentional and only happens because one process is started before the previous was completely shut down. So this PR introduces an optimistic opening scheme where we retry for 3 second before crashing as before./Builder constructor takes custom directory path and context (#3005) Enabled ReLinker when loading a Realm from a custom path by adding a RealmConfiguration.Builder(Context, File) constructor./add a null check to addChangeListener and removeChangeListener (#2805) * add a null check to addChangeListener and removeChangeListener in Realm and DynamicRealm (fixes * reflect review comments/"
,,0.1475,realm-java,"Optimistic opening of a Realm file (#3013) We have anecdotal evidence that multiple processes might be open for the same app. We have not been able to verify this, but the result matches the ""IncompatibleLockFile"" errors reported in This happens if the two processes have two versions of Realm (e.g. during app upgrades). This PR is based on our assumption that such an overlap is not intentional and only happens because one process is started before the previous was completely shut down. So this PR introduces an optimistic opening scheme where we retry for 3 second before crashing as before./"
