Topic_no,Keywords,Contrib,System,Text
11,"issue, pointer, type, parameter, default, address, git_svn, add, library, platform, annotation, fix, function, set, build, class, variable, testing, info, generate",0.0795,conscrypt,use longs instead of ints to store pointers in OpenSSL binding This allows the code to be used on 64-bit VMs. Change-Id: I6c0ef28c55160186c7d59e88ef6fcde4f4a41907/
,,0.1317,conscrypt,"Random cleanups of old code style Add annotation, remove unused imports, and remove unnecessary casts. Also make sure annotations are on a line by themselves. Change-Id: I294b43353d7b1e77fd1c9d031af7b7062f024eee/"
,,0.0699,conscrypt,OpenSSLSignature: refactor key checking Use OpenSSLKey to do the conversions from different key types. Change-Id: Ie89730bba983cb5f2917fed7194e8b08562f6e16/
,,0.0709,conscrypt,"Use a serialization proxy for DH keys Since DHPrivateKey and DHPublicKey uses a lock to determine when to fetch the key parameters, we need to have some way for the field to be final. Using a serialization proxy makes that safe. Change-Id: Ifac7330fa35f0dc13313c806efacffbd293c6f85/"
,,0.0867,conscrypt,Fixing various javadoc issues. (#124) Also locking down access to a couple utility classes./
,,0.1121,conscrypt,Some parsing and serializing fixes. (#219) This fixes a memory leak in NativeCrypto_i2d_PKCS7. It never frees derBytes. Also removing a dependency on the legacy ASN.1 stack./
,,0.0737,conscrypt,"Remove some dead code from the loader. (#291) The Fedora-specific code is for system OpenSSL, which doesnt apply to Conscrypt./"
,,0.0977,conscrypt,Avoid util class pattern. (#282) Its unusual in C++ to use classes for utility methods (common in Java). Reworking the utility classes to be just namespaces with global variables and methods./
,,0.1064,conscrypt,Some parsing and serializing fixes. (#219) This fixes a memory leak in NativeCrypto_i2d_PKCS7. It never frees derBytes. Also removing a dependency on the legacy ASN.1 stack./
,,0.1102,conscrypt,Some parsing and serializing fixes. (#219) This fixes a memory leak in NativeCrypto_i2d_PKCS7. It never frees derBytes. Also removing a dependency on the legacy ASN.1 stack./
,,0.1102,conscrypt,Some parsing and serializing fixes. (#219) This fixes a memory leak in NativeCrypto_i2d_PKCS7. It never frees derBytes. Also removing a dependency on the legacy ASN.1 stack./
,,0.0958,conscrypt,"Support Java 6 Runtime (#299) Various fixes to support Java 6, 7, and 8. Separating out utility classes (for openjdk) to be explicit as to which methods are supported by particular Java version. Adding the ability to specify the test JVM to use on the command-line. For example, the following will build with the default Java installation, but will run the openjdk and integ-tests with Java 6: ./gradlew build Fixes Java logging consistently (#294) There are many places in the code that print to System.out/err. We should use the standard Java logging facilities. Fixes"
,,0.0976,conscrypt,"Use printf when tracing on non-Android platforms. (#437) If the ALOG macro isnt defined, we define it in macros.h to just do nothing, which means that enabling tracing on OpenJDK or other platforms doesnt actually result in any tracing output. On non-Android platforms, we can make the tracing macros use printf() instead of ALOG./"
,,0.0673,frostwire,[android] Loaders refactor./
,,0.0987,frostwire,"[android] issue ConcurrentModificationException fix KeywordDetector.feedSearchResults() triggers a ConcurrentModificationException while trying to make a copy of these filtered search results, copy which was done in the first place to avoid ConcurrentModificationException, however, while the copy constructor is called, the ArrayLists could be modified it seems. Online discussions recommend using CopyOnWriteArrayList since it makes an underlying copy of the elements on any mutation operation/"
,,0.1496,frostwire,"[desktop] code cleanup in VPNs, no more regex/[desktop] detection of ExpressVPN on Windows using native code/[desktop] detection of PIA VPN on Windows using native code/[desktop] ExpressVPN detection fixed. build 253. changelog/[desktop] Active PIA interface check/"
,,0.0673,frostwire,[android] billing library integration/
,,0.0865,frostwire,[desktop/macos] libDispatch.dylib unsigned binary/
,,0.215,javacpp,"* Before loading the JNI library, the `Loader` now also tries to extract and load libraries listed in the preload={...})` annotation values, and to support library names with version numbers, each value has to follow the format (or to have `Builder` use it for the compiler as well), where ""version"" is the version number found in the filename as required by the native dynamic linker, usually a short sequence of digits and dots, but it can be anything (e.g.: would map to ""libmylib.so.4.2"", ""libmylib.4.2.dylib"", and ""mylib.4.2.dll"" under Linux, Mac OS X, and Windows respectively) * Stopped using `java.net.URL` as hash key in `Loader` (very bad idea)/ * Refactored `Builder` to remove the need of the `Builder.Main` class * Added CUDA properties for Windows and Mac OS X as well/Added an `environmentVariables` configuration option to `BuildMojo`, along with some slight refactoring of `Builder.Main`/Added `BuildMojo` class and made other adjustments for Maven (second attempt)/Fixed Maven build and Mac OS X `-framework` option (issue and other minor things/Initial commit/"
