Topic_no,Keywords,Contrib,System,Text
9,"android, fix, add, cleanup, update, issue, refactor, detail, show, work, remove, fragment, move, transfer, start, common, set, file, stop, block_cache",0.0597,conscrypt,Convert EC_GROUP and EC_POINT to new style Bug: 16656908 Change-Id: Ie912f376f69327ce634cac50763bf86b418049f5/
,,0.0643,frostwire,[desktop] Vuze cleanup/
,,0.073,frostwire,[desktop] Fixing compilation issues with new Licenses type/
,,0.0906,frostwire,[desktop] shared/one-click seed files are now DHT tracked by default./
,,0.162,frostwire,"[common] Bullet proofed EZTV search. Now works on android, supports both .torrents and magnets./"
,,0.0954,frostwire,[common] added an unit mapper on TPBSearchResult to reuse parent class size parsing logic./[android] size parsing DRY refactor. cleanup./
,,0.18600000000000003,frostwire,[common] Fixed SC search result size/[android] confirm list dialog not dependent on SearchResult. Refactors confirm list dialog not dependent on SearchResult. Refactors
,,0.0844,frostwire,DRY refactor More cleanup/
,,0.0982,frostwire,[common] more dry refactor on size calculation. compilation issues fixed./
,,0.2851,frostwire,"[android] Fixes issue update My files headers on file deletion. Updates ""My Files"" header file count when: File is removed from ""My Files"" File is/are removed from ""My Music"", context menu actions. File is removed from Music Player screen during playback. File is/are removed from a finished transfer./[android] refactor. less aggresive locking./[android] fix display of recents, refactor on albumLoader./[android] fixes on favorite fragment, adding to favorites./[android] more player code cleanup./"
,,0.0942,frostwire,[android] more refactors. brought Ref.class to apollo to be able to submit this work to cyanogens project later on./
,,0.0977,frostwire,"[android] refactors, more fragments working./"
,,0.3671,frostwire,"[android] fixed scrolling issue on profile adapters./[android] dont call refresh() inside restartLoader. minor optimizations. hunting for bug on favoritefragment./[android] fixes issue where last added favorite wasnt displaying. other refresh issues remain./[android] refactors, more fragments working./[android] mistery solved, several fixes, lots of logging to find it./[android] more refactors. brought Ref.class to apollo to be able to submit this work to cyanogens project later on./[android] player refactor. cleanup, build fix./[android] next batch of fragment refactors and fixes./[android] player cleanup. moved fragment ids to Fragments class./[android] more player code cleanup./"
,,0.3129,frostwire,"[android] dont call refresh() inside restartLoader. minor optimizations. hunting for bug on favoritefragment./[android] fixes issue where last added favorite wasnt displaying. other refresh issues remain./[android] refactors, more fragments working./[android] more refactors. brought Ref.class to apollo to be able to submit this work to cyanogens project later on./[android] player cleanup. moved fragment ids to Fragments class./[android] more player code cleanup./"
,,0.1296,frostwire,"[android] build 242 Fixes refresh issues adding/removing playlists. Refactors, cleanup./"
,,0.1357,frostwire,"[android] build 242 Fixes refresh issues adding/removing playlists. Refactors, cleanup./[android] feedback when creating new playlist with list of tracks./"
,,0.0599,frostwire,[android] player refactor.
,,0.1023,frostwire,[android] fixes crash on long pressing special playlists./
,,0.0913,frostwire,"[android] mistery solved, several fixes, lots of logging to find it./[android] Loaders refactor./[android] more player code cleanup./"
,,0.1202,frostwire,[android] updated layout of the vpn-detail-page/
,,0.0903,frostwire,"[android] Fixed android compilation, implemented AndroidSettings/"
,,0.2363,frostwire,[android] first iteration of youtube download dialog. show offer after handpicked dialog has started download./[android] search and other torrent downloads now support partial download dialog. edge cases to fix./
,,0.1835,frostwire,"[android] Fixes issue update My files headers on file deletion. Updates ""My Files"" header file count when: File is removed from ""My Files"" File is/are removed from ""My Music"", context menu actions. File is removed from Music Player screen during playback. File is/are removed from a finished transfer./"
,,0.0895,frostwire,[android] SoundCloud transfers were not reporting progress correctly due to unknown file size. Fixes Issue
,,0.2485,frostwire,[android] minor dry refactor./[android] trying to plug handpick dialog without adding any UI thread code inside TransferManager. Attempting to do it with a torrent fetcher listener object that creates the handpick dialog as soon as it knows about the .torrent byte array./[android] Improved BitTorrent Status display on transfers./Adjusting for new magnet fetch download name/
