Topic_no,Keywords,Contrib,System,Text
16,"android, cleanup, transfer_detail, add, file, update, fragment, fix, detail, work, action, update_translation, build, object, issue, tab, rotation, context_menu, layout, build_gradle",0.0724,Frostwire,"[android] fix backgrounds of MyMusic search. cleanup, refactors./"
,,0.0669,Frostwire,"[android] almost ready to merge, cleaning up, fixes./"
,,0.0618,Frostwire,[android] Fixed build/
,,0.066,Frostwire,[android] Fixed build/
,,0.066,Frostwire,[android] Fixes Formatting./
,,0.0639,Frostwire,[android] Fixes Formatting./
,,0.066,Frostwire,[android] Fixed YesNoDialog/
,,0.063,Frostwire,[android] Fixes NumberPickerPreference./
,,0.0764,Frostwire,[android] Fixes Formatting./[android] fixing conflicts./
,,0.0597,Frostwire,Wizard activity material update fix (#305)/
,,0.0792,Frostwire,[android] fixed title header bug and NPE/
,,0.0941,Frostwire,"[android] UIUtils.openFile(..., boolean useFileProvider) To solve issue of FrostWire not knowing how to handle its own .apk update. Works on Android 7.0, need to test on Android 4.0, 5.0 and 6.0/"
,,0.0607,Frostwire,[android] change of 3g/4g option to wifi only option (#344) minor fix in AbstractActivity/
,,0.0648,Frostwire,[android] change of 3g/4g option to wifi only option (#344) minor fix in AbstractActivity/
,,0.0597,Frostwire,[android] dont fail in the AsyncTask during ImageCache#initDiskCache/
,,0.0712,Frostwire,[android] avoid NPE on NotificationHelper/[android] better ignore only SecurityException when dealing with NotificationManager (something new in Android 7)/[android] avoid crashes with NotificationManager (SecurityExceptions Issue
