Topic_no,Keywords,Contrib,System,Text
1,"call, add, result, change, time, test, key, object, option, create, warning, refactor, work, copy, reference, single, multiple, filter, bit, share",0.0833,conscrypt,"Retire SecurityManager. This change removes all the code that was calling getSecurityManager, and removes all use of AccessController.doPrivileged. It also changes the implementation of AccessController so it doesnt actually do anything; its only there for source-level compatibility. Bug: 2585285 Change-Id: I1f0295a4f12bce0316d8073011d8593fee116f71/"
,,0.0784,conscrypt,OpenSSLCipher: check for null params The documentation says init with null should be handled. Bug: Change-Id: If640a1f62e6002191d552047ccbe5eba5badacc1/
,,0.0951,conscrypt,"external/conscrypt: remove DHKey. BoringSSL has DH, but its not wired up to EVP any longer. It would be possible to get DHKey working directly using DH because it doesnt use anything non-standard, but its probably not worth worrying about. Bug: 20518803 Bug: 20522271 Change-Id: I7167ba5ae96b0ba914c5759b6293236e4a3302da/"
,,0.1019,conscrypt,"Suppress Error-Prone warnings These warnings are not useful here, so suppress them./"
,,0.0977,conscrypt,"Suppress Error-Prone warnings These warnings are not useful here, so suppress them./"
,,0.0588,Frostwire,[common] fix warnings in mp4 Box class/
,,0.1046,Frostwire,[android] Fixing tab carousel height calculations. Removing unused carousel shadow references
,,0.0597,Frostwire,[android] TODO comment about crash in NotificationHelper#buildNotification/
,,0.192,Frostwire,[WIP] Setting up correclty strings to empty fragments (#641) * [WIP] Setting up correclty strings to empty fragments * Adding default fragment empty message with a field * Removed getString method call by suggestion. Fixing the string empty value for RecentFragment./
,,0.1904,Frostwire,[WIP] Setting up correclty strings to empty fragments (#641) * [WIP] Setting up correclty strings to empty fragments * Adding default fragment empty message with a field * Removed getString method call by suggestion. Fixing the string empty value for RecentFragment./
,,0.192,Frostwire,[WIP] Setting up correclty strings to empty fragments (#641) * [WIP] Setting up correclty strings to empty fragments * Adding default fragment empty message with a field * Removed getString method call by suggestion. Fixing the string empty value for RecentFragment./
,,0.1953,Frostwire,[WIP] Setting up correclty strings to empty fragments (#641) * [WIP] Setting up correclty strings to empty fragments * Adding default fragment empty message with a field * Removed getString method call by suggestion. Fixing the string empty value for RecentFragment./
,,0.0534,Frostwire,[common] commented debug log in extractor/
,,0.0887,Frostwire,[android] should solve issue with non-responding keyword filter first time its flipped to negation/
,,0.0634,Frostwire,[android] avoid header update with wrong data in MyFilesFragment#onLoadFinished/
,,0.107,Frostwire,[android] build fix/[android] s/StartDownloadTask/AsyncStartDownload refactor Favors use of Asyncs api over buggy ContextTask/[android] workaround fix in notifyHistogramsUpdate to avoid excessive number of tasks in background/[android] should solve issue with non-responding keyword filter first time its flipped to negation/
,,0.0664,Frostwire,[android] NPE issue with FWVibrator/
,,0.0664,Frostwire,[android] NPE issue with FWVibrator/
,,0.0686,Frostwire,[android] NPE issue with FWVibrator/
,,0.0686,Frostwire,[android] NPE issue with FWVibrator/
,,0.0737,Frostwire,"[desktop] cleanup, refactors, deprecation fixes/"
,,0.0823,Frostwire,"[desktop] cleanup, refactors, deprecation fixes/"
,,0.0694,Frostwire,"[desktop] cleanup, refactors, deprecation fixes/"
,,0.0716,Frostwire,"[desktop] cleanup, refactors, deprecation fixes/"
,,0.0737,Frostwire,"[desktop] cleanup, refactors, deprecation fixes/"
,,0.0613,javacpp,"* Added new `Pointer.deallocate(false)` call to disable garbage collection on a per object basis, allowing users to deal with memory leaks in other ways * Changed the default compiler option `-mfpu=vfpv` for ARM to `-mfpu=vfpv3-d16`, because the former is not supported by Tegra 2/"
,,0.0648,javacpp,* Catch `SecurityException` in `Loader.getCacheDir()` (pull Logic in the area will already try the next directory./
,,0.0586,javacpp,* Fix `SharedPtrAdapter` and `UniquePtrAdapter` failing to take ownership of temporary objects/
,,0.063,jna,Testsuite fixes./
,,0.1229,OpenDDS,"Fixes for Saftey Profile and C++03/Refactor with Stricter Time Types Types representing monotonic clock time, system clock time and time duration. Refactored the core libraries to use them over ACE_Time_Value wherever possible. Tests were left alone for the most part unless they interacted with the converted values in the core libraries. Also fixes for the previous monotonic commits./"
,,0.0697,pljava,Fixed needed code to accomodate API change for LargeObjects/
,,0.1347,pljava,Merge pull request from tada/bug/REL1_5_STABLE/issue142 Enable row triggers to suppress operations./Enable row triggers to suppress operations. Adds to TriggerData the suppress() method suggested in issue pull request from tada/bug/REL1_5_STABLE/issue134 Accomodate upstream SPI_push/pop API changes (issue
,,0.0784,pljava,Merge pull request from tada/bug/REL1_5_STABLE/issue134 Accomodate upstream SPI_push/pop API changes (issue
,,0.075,realm-java,Merge pull request from mekjaer/gc-issue Gc issue. Implementation of Context in all tightdb objects/Merge pull request from mekjaer/group-readonly-bug check for read-only group mode added in constrcutor + test case/
,,0.0621,realm-java,Merge pull request from zaki50/fix_typo fix typos/fix typos/
,,0.0673,realm-java,Merge pull request from realm/cm-bug-handler Cleanup SharedGroup.java and Group.java/
,,0.0599,realm-java,Merge pull request from zaki50/fix_typo fix typos/fix typos/
,,0.0566,realm-java,Fixed unit tests./
,,0.0692,realm-java,Merge pull request from realm/merge-a94bb3-to-master Fix merge from a94bb3 to master/Enable and fix warnings (#3961) Adapt the same warning options from object store/
,,0.4459,realm-java,"Feature/backlinks (#4406) * Refactor RealmObjectSchema Clean up Proxy generation Comments addressed * Fix Test, Checkstyle and Findbugs errors * Respond to comments/Merge pull request from realm/merge-6d0712-to-master Fix merge from 6d0712 to master/Merge pull request from realm/my/fix_warnings_in_proxy_classes fix warnings in generated code/fix warnings in generated code/Backlinks (#4219) * Document multiple links to the same object * Fix non-object field reference bug * Load all tables before validating any * Update to gradle 3.4.1 * Fix Documentation * Fix Asynchronous UTs * Ignore, instead of throwing on, attempts to load Backlink fields w/JSON * Fix documentation and add notification unit tests * Require that backlink fields be final. * Address PR comments * Add tests for notification and distinct * Add interface methods and most of table validation * Check fields on JSON load * Fix fails in RealmTests * Respond to comments * Compile time type checking Refactor annotation handler * Improved error messages * Add Unit tests * Renamed Backlink to LinkingObjects. Added annotation processor tests. * Added annotation processor unit tests. * Add Backlink annotation/Crash when on constructor calls another with default values (#4253)/Fix default values crashing if calling another constructor (#4249)/Merge pull request from realm/merge-ffe5bd-to-master Fix merge from ffe5bd to master/improve performance of getters and setters in proxy classes (#4206) * improve performance of getters and setters in proxy classes This change is a part of fixes of * removed unused argment * Update CHANGELOG.md/"
