Topic_no,Keywords,Contrib,System,Text
14,"commit, merge, root_date, bug, author_kenny, key, instance, ad, cipher_suite, change, cherry_picked, check, nativecrypto, throw_exception, cd, error, enable, move_state, checks_inside, empty",0.092,conscrypt,Tracking openssl-1.0.1 Bug: 6168278 Change-Id: I240d2cbc91f616fd486efc5203e2221c9896d90f/getPeerHostName should check for null InetAddress The address can be null for SSLSockets that have not been connected. Bug: 5835165 (cherry picked from commit cb047c49abcf3b7b5c231b68431c291fe2d81b52) Change-Id: I12eb92ab0cdb42b89333361a485979c48365d5da/
,,0.1302,conscrypt,"am a8e0ac07: am f2c8382b: am 5a1225cc: Merge ""NativeCrypto: add assertions for no OpenSSL errors"" * commit a8e0ac07166ba25fa50e83773cd18ac9f36bf18e: NativeCrypto: add assertions for no OpenSSL errors/am f2c8382b: am 5a1225cc: Merge ""NativeCrypto: add assertions for no OpenSSL errors"" * commit f2c8382b0aa0fca4b79601cb21a9136b862996c2: NativeCrypto: add assertions for no OpenSSL errors/am 5a1225cc: Merge ""NativeCrypto: add assertions for no OpenSSL errors"" * commit 5a1225cc1b870ffab8be63f2f4a5baa2f3e26126: NativeCrypto: add assertions for no OpenSSL errors/NativeCrypto: add assertions for no OpenSSL errors Some calls in NativeCrypto appear to be not clearing error states. Add an assertion at the end of each test to make sure this doesnt happen. Change-Id: I9030891a8dc9e7715e65071fe949a11d7a560e56/OpenSSLCipher: remove buffer for partial blocks Some block ciphers buffer the first block used. We werent accounting for this so we started failing with DES3. This led to another issue that OpenSSL can sometimes keep things in its internal buffer. Instead of having multiple levels of buffering, just rely on OpenSSL to do the buffering. Change-Id: I40a6c7e92e70d3c9ae530f35e8a4234f62e8d225/Add OpenSSLSocketImpl.setSoWriteTimeout to allow SO_SNDTIMEO to be specified Bug: 6693087 Change-Id: Ie6903168ca0ada4516c55dfab5f7194baf965b4c/Disable SSL compression Bug: 7079965 Change-Id: I8e060a827613e212bbcced66507fbf124bb04543/Add raw RSA signature support With the new Keystore changes, this is the only way you can get raw RSA signatures which a lot of native code expects to be able to do. (cherry-picked from c531f5f402b4cedcc35a0b7f0b540dc84c545106) Bug: 6787078 Change-Id: I1c5ddd5287be1ab71347eedc864a41c24e156cb4/Add raw RSA signature support With the new Keystore changes, this is the only way you can get raw RSA signatures which a lot of native code expects to be able to do. Bug: 6787078 Change-Id: I1c5ddd5287be1ab71347eedc864a41c24e156cb4/"
,,0.1008,conscrypt,"am 5906f9f4: Merge ""verifyCertificateChain should convert unknown exceptions to CertificateException"" * commit 5906f9f4485e02d780c4fec61b62910e994ea5d6: verifyCertificateChain should convert unknown exceptions to CertificateException/verifyCertificateChain should convert unknown exceptions to CertificateException Bug: Change-Id: Id0e0eb8f007987decb4fee94135be8a92d2f8981/DO NOT MERGE Disable SSL compression Bug: 7079965 Change-Id: I8e060a827613e212bbcced66507fbf124bb04543 modified: luni/src/main/java/libcore/net/ modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLServerSocketImpl.java modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLSessionImpl.java modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLSocketImpl.java modified: luni/src/main/native/org_apache_harmony_xnet_provider_jsse_NativeCrypto.cpp modified: luni/src/test/java/org/apache/harmony/xnet/provider/jsse/NativeCryptoTest.java/"
,,0.0758,conscrypt,"am e7cc4ea0: am 599f6cf9: Merge ""OpenSSLCipher: fix short buffer error message"" Via Android Git Automerger (1) and others * commit e7cc4ea0c7ef7982e2cf39d885394e41e9b0df8f: OpenSSLCipher: fix short buffer error message/am 599f6cf9: Merge ""OpenSSLCipher: fix short buffer error message"" Via Gerrit Code Review (1) and Kenny Root (1) * commit 599f6cf95d676fe0dacd65b0d1cfb66c6f89744d: OpenSSLCipher: fix short buffer error message/OpenSSLCipher: fix short buffer error message Change-Id: I4f16bee3c57c80a113bd92509451606d5fd2b666/"
,,0.3528,conscrypt,"am aa03f4a3: Merge history of libcore into conscrypt * commit aa03f4a33968a0e4031ffa8a54309c5b6df24c6a: (366 commits) Conscrypt: add missing libraries to JNI lib Conscrypt: fixing Android.mk dependencies Initial empty commit Remove unsupported Cipher modes Conscrypt: correct key selection with no sigAlg Conscrypt: add SHA-224 with tests Do not throw exception on Mac#reset Split Conscrypt makefile out from libcore Revert ""Restore NativeCrypto#encodeCertificates for now"" Fix build Restore NativeCrypto#encodeCertificates for now Conscrypt: use certificate references in SSL code Add specific exception for wrong final block length Conscrypt: remove dependence on stlport Remove dependency on JNIHelp header side effects. Properly refcount X509 instances Return IvParameters in OpenSSLCipher#getParameters Some cleanup while investigating test_SSLSocket_interrupt Delay SSLSocketImpl instantiation until needed Use sk_FOO_pop_free instead of sk_FOO_free .../Make sure ChannelID key is initialized This test used the test ChannelID key, but it didnt make sure it was initialized first. This made it appear sometimes depending on the order the tests were executed. (cherry picked from commit debfff83084b79b65c092cfe72ebea9d9a9548d6) Bug: 10210673 Change-Id: I5212e265611208ecb641a7d6b403985df603cb03/"
,,0.3194,conscrypt,"am b590aa9f: am e75878c7: Fix mac build * commit b590aa9f4377b810c62bc51e7d3651fd86c89854: Fix mac build/am e75878c7: Fix mac build * commit e75878c72b717696d7e4f6cc1052f1cdaca3bda8: Fix mac build/Fix mac build move gcc outside of functions for apples ancient gcc (cherry picked from commit 37f25af685a795b2f2bfa9abb8bb5109c422c52c) Change-Id: I3ea7fa22805980cfd5059e75c21e2e943604fb8a/am aa03f4a3: Merge history of libcore into conscrypt * commit aa03f4a33968a0e4031ffa8a54309c5b6df24c6a: (366 commits) Conscrypt: add missing libraries to JNI lib Conscrypt: fixing Android.mk dependencies Initial empty commit Remove unsupported Cipher modes Conscrypt: correct key selection with no sigAlg Conscrypt: add SHA-224 with tests Do not throw exception on Mac#reset Split Conscrypt makefile out from libcore Revert ""Restore NativeCrypto#encodeCertificates for now"" Fix build Restore NativeCrypto#encodeCertificates for now Conscrypt: use certificate references in SSL code Add specific exception for wrong final block length Conscrypt: remove dependence on stlport Remove dependency on JNIHelp header side effects. Properly refcount X509 instances Return IvParameters in OpenSSLCipher#getParameters Some cleanup while investigating test_SSLSocket_interrupt Delay SSLSocketImpl instantiation until needed Use sk_FOO_pop_free instead of sk_FOO_free .../Add specific exception for wrong final block length EVP_DecryptFinal_ex can have an error on the wrong block length at the end of a decrypted block, so throw IllegalBlockSizeException when that happens instead of a RuntimeException. Bug: 10610957 Bug: Change-Id: I70ea040c3b52fc30591963270850871a8cc581d3/Remove dependency on JNIHelp header side effects. (cherrypick of cc5305a004afc334842a4afadca9530c2ea0c8ff.) Bug: 10680559 Change-Id: I49ad58dea61a0e558bebfbd76019e7e0730cab52/Properly refcount X509 instances We were leaking X509 references from stacks before so we could get away with reusing references that should have been freed. Since were properly tracking references now, we need to up the reference of things were using. (cherry picked from commit 499f7cd642cc32f89f793fe356afbebeba8bf9c1) Bug: 10610037 Change-Id: I4a4beda9b635881c51194410a6da8274c3c1d429/Use sk_FOO_pop_free instead of sk_FOO_free The proper way to free a stack of owned ""FOO"" items is to use sk_FOO_pop_free since that will iterate through all the FOO instances in the stack and free them. Calling sk_FOO_free just frees the stack and not the items. (cherry picked from commit 64299318644c0c6b86992d414e68d0af236b52c5) Bug: 10610037 Bug: Change-Id: I8af603b10219acb476666e77cc776b6936a19f8d/Fix BIO_OutputStream::write to return the correct length. This was leaving bad OpenSSL error states lying around for later innocent calls to trip over. Also clean up some of the other error reporting/handling. Bug: 9822466 Bug: 10344304 Change-Id: I9e6d6fd9a6c5e466336217b47f45c211aff5555d/Fix libcores NativeCode.mk so we actually compile with Change-Id: Ib665ea7c6f54e43851bc04f0265e65218407c70f/"
,,0.3711,conscrypt,"am aa03f4a3: Merge history of libcore into conscrypt * commit aa03f4a33968a0e4031ffa8a54309c5b6df24c6a: (366 commits) Conscrypt: add missing libraries to JNI lib Conscrypt: fixing Android.mk dependencies Initial empty commit Remove unsupported Cipher modes Conscrypt: correct key selection with no sigAlg Conscrypt: add SHA-224 with tests Do not throw exception on Mac#reset Split Conscrypt makefile out from libcore Revert ""Restore NativeCrypto#encodeCertificates for now"" Fix build Restore NativeCrypto#encodeCertificates for now Conscrypt: use certificate references in SSL code Add specific exception for wrong final block length Conscrypt: remove dependence on stlport Remove dependency on JNIHelp header side effects. Properly refcount X509 instances Return IvParameters in OpenSSLCipher#getParameters Some cleanup while investigating test_SSLSocket_interrupt Delay SSLSocketImpl instantiation until needed Use sk_FOO_pop_free instead of sk_FOO_free .../"
,,0.3697,conscrypt,"am aa03f4a3: Merge history of libcore into conscrypt * commit aa03f4a33968a0e4031ffa8a54309c5b6df24c6a: (366 commits) Conscrypt: add missing libraries to JNI lib Conscrypt: fixing Android.mk dependencies Initial empty commit Remove unsupported Cipher modes Conscrypt: correct key selection with no sigAlg Conscrypt: add SHA-224 with tests Do not throw exception on Mac#reset Split Conscrypt makefile out from libcore Revert ""Restore NativeCrypto#encodeCertificates for now"" Fix build Restore NativeCrypto#encodeCertificates for now Conscrypt: use certificate references in SSL code Add specific exception for wrong final block length Conscrypt: remove dependence on stlport Remove dependency on JNIHelp header side effects. Properly refcount X509 instances Return IvParameters in OpenSSLCipher#getParameters Some cleanup while investigating test_SSLSocket_interrupt Delay SSLSocketImpl instantiation until needed Use sk_FOO_pop_free instead of sk_FOO_free .../"
,,0.3697,conscrypt,"am aa03f4a3: Merge history of libcore into conscrypt * commit aa03f4a33968a0e4031ffa8a54309c5b6df24c6a: (366 commits) Conscrypt: add missing libraries to JNI lib Conscrypt: fixing Android.mk dependencies Initial empty commit Remove unsupported Cipher modes Conscrypt: correct key selection with no sigAlg Conscrypt: add SHA-224 with tests Do not throw exception on Mac#reset Split Conscrypt makefile out from libcore Revert ""Restore NativeCrypto#encodeCertificates for now"" Fix build Restore NativeCrypto#encodeCertificates for now Conscrypt: use certificate references in SSL code Add specific exception for wrong final block length Conscrypt: remove dependence on stlport Remove dependency on JNIHelp header side effects. Properly refcount X509 instances Return IvParameters in OpenSSLCipher#getParameters Some cleanup while investigating test_SSLSocket_interrupt Delay SSLSocketImpl instantiation until needed Use sk_FOO_pop_free instead of sk_FOO_free .../"
,,0.3682,conscrypt,"am aa03f4a3: Merge history of libcore into conscrypt * commit aa03f4a33968a0e4031ffa8a54309c5b6df24c6a: (366 commits) Conscrypt: add missing libraries to JNI lib Conscrypt: fixing Android.mk dependencies Initial empty commit Remove unsupported Cipher modes Conscrypt: correct key selection with no sigAlg Conscrypt: add SHA-224 with tests Do not throw exception on Mac#reset Split Conscrypt makefile out from libcore Revert ""Restore NativeCrypto#encodeCertificates for now"" Fix build Restore NativeCrypto#encodeCertificates for now Conscrypt: use certificate references in SSL code Add specific exception for wrong final block length Conscrypt: remove dependence on stlport Remove dependency on JNIHelp header side effects. Properly refcount X509 instances Return IvParameters in OpenSSLCipher#getParameters Some cleanup while investigating test_SSLSocket_interrupt Delay SSLSocketImpl instantiation until needed Use sk_FOO_pop_free instead of sk_FOO_free .../"
