Topic_no,Keywords,Contrib,System,Text
0,"file, compaction, level, log, number, size, write, memtable, change, flush, datum, set, call, delete, small, range, option, read, trigger, case",0.05,conscrypt,Use WRAP/UNWRAP for key exchange Bug: Change-Id: I1a2be021e0a22ec6a00ba354fb3f19a78c601be9/
,,0.0816,conscrypt,"DO NOT MERGE Disable SSL compression Bug: 7079965 Change-Id: I8e060a827613e212bbcced66507fbf124bb04543 modified: luni/src/main/java/libcore/net/ modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/NativeCrypto.java modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLServerSocketImpl.java modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLSessionImpl.java modified: luni/src/main/java/org/apache/harmony/xnet/provider/jsse/OpenSSLSocketImpl.java modified: luni/src/main/native/org_apache_harmony_xnet_provider_jsse_NativeCrypto.cpp modified: luni/src/test/java/org/apache/harmony/xnet/provider/jsse/NativeCryptoTest.java/Use OpenSSL to convert from OID to name OpenSSL has a large database of OID mappings, so fall back to it if the built-in Harmony database doesnt find it. Change-Id: I72daa0b4f697d406a0d3f8285ce20d4e9ec04d27/"
,,0.05,conscrypt,Use the new endpointVerificationAlgorithm API Use the new X509ExtendedTrustManager and use the new getEndpointVerificationAlgorithm to check the hostname during the handshake. Bug: 13103812 Change-Id: Id0a74d4ef21a7d7c90357a111f99b09971e535d0/
,,0.1552,conscrypt,"Fix implementation of available() in sockets (#694) The file descriptor socket used the default implementation of available(), which just always returns 0. We can at least return the pending bytes in the plaintext buffer, since those are definitely available. The engine socket had two issues. First, it used fromSocket.remaining(), but fromSocket was in a writing posture, so it always had a high return from remaining() regardless of whether there was pending readable data in the buffer. This was the cause of a BufferedReader would read some data, then check available() to see if it could freely fill some more data without blocking. The engine socket would report that it could, so it would try to read that data and then unexpectedly block. The second issue is that incoming socket data doesnt necessarily imply readable plaintext data: it might be a partial TLS record, a handshake or other management record, etc. So we should only report plaintext data thats actually been successfully decrypted from available(). Fixes"
,,0.1549,Frostwire,"[android] Fixes issue update My files headers on file deletion. Updates ""My Files"" header file count when: File is removed from ""My Files"" File is/are removed from ""My Music"", context menu actions. File is removed from Music Player screen during playback. File is/are removed from a finished transfer./"
,,0.1514,Frostwire,"[android] Fixes issue update My files headers on file deletion. Updates ""My Files"" header file count when: File is removed from ""My Files"" File is/are removed from ""My Music"", context menu actions. File is removed from Music Player screen during playback. File is/are removed from a finished transfer./[android] Updates file count after files are deleted. Fixes fix onItemChecked on browse peers./[android] checkboxs work. finished breaking dependency on SearchResult for ConfirmListDialog./[android] checkboxs work. finished breaking dependency on SearchResult for ConfirmListDialog./"
,,0.157,Frostwire,"[android] Fixes issue update My files headers on file deletion. Updates ""My Files"" header file count when: File is removed from ""My Files"" File is/are removed from ""My Music"", context menu actions. File is removed from Music Player screen during playback. File is/are removed from a finished transfer./[android] Avoid scan of private temp files/"
,,0.1382,Frostwire,"[android] Fixes issue update My files headers on file deletion. Updates ""My Files"" header file count when: File is removed from ""My Files"" File is/are removed from ""My Music"", context menu actions. File is removed from Music Player screen during playback. File is/are removed from a finished transfer./"
,,0.05,Frostwire,[common] fix some yt regex/
,,0.05,Frostwire,[desktop] extension check fix on MacEventHandler/
,,0.05,Frostwire,[common] Bitsnoop/torcache/magnet fix/
,,0.05,Frostwire,[android] NPE fix on DragSortListView.measureItemAndGetHeights()/
,,0.0731,Frostwire,[android] dont crash when priority selection doesnt match number of files (seen on build 299)/
,,0.066,Frostwire,Wizard activity material update fix (#305)/
,,0.05,Frostwire,[common] YT first pass regex fix/
,,0.1229,Frostwire,"[android] MyFiles new action toolbar on selection mode (#413) Brings out action mode on long press styled ActionMode toolbar Handles visibility of menu action depending on different factors like, number of files checked, file type, SAF Bug fix: When seeding was only enabled for WiFi, the file would still be added to transfers in Finished state. Now it doesnt add the file and it stays in the same screen as it was originally./"
,,0.05,Frostwire,[android] NPE on apollo ShortcutActivity.onServiceConnected()/
,,0.05,Frostwire,[desktop] BugManager revision/
,,0.05,Frostwire,[desktop] BugManager revision/
,,0.05,Frostwire,[desktop] NPE Fix on NameHolderRenderer/
,,0.066,Frostwire,[android] s/StartDownloadTask/AsyncStartDownload refactor Favors use of Asyncs api over buggy ContextTask/
,,0.05,Frostwire,[android] patch fix for NPE in loadFallbackBanner/
,,0.0689,Frostwire,[android] cleanup of commented log debug output in AbstractFragment/
,,0.05,Frostwire,[desktop] LibraryExplorer min dimensions fix. cleanup/
,,0.05,Frostwire,[android] mopub interstitial loading bugfix/
,,0.0577,jna,add small struct return by value test Fix issue git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/
,,0.0899,jna,fix obsolete import git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/Fix compilation error in file monitor example git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/
,,0.0556,jna,add small struct return by value test Fix issue git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/
,,0.05,jna,Fix linux library load bug git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/
,,0.0862,OpenDDS,"Fixing a problem caused by not cleansing user input. Any leading and/or trailing spaces must not be considered as part of the file name, otherwice a missing file to pop up shows up. Improved user feedback on input errors due to non-existing model file, or incorrect destination directory. Added a visual warning when the chosen destination does not exist yet. A combination of visual clues is used: a) errorneous input changes the text color to red; b) generation buttons are disabled when model file is not accessible, or if the target directory is invalid; c) if the target directory path does not exist, the target dir label is decorated with info-level icon./"
,,0.0639,OpenDDS,Merge pull request from objectcomputing/ipv6_updates Bug and compilation error fixes./Bug and compilation error fixes./
,,0.05,OpenDDS,Fix Java test/
,,0.05,pljava,Fix for bug and
,,0.05,pljava,Fix for bug and
,,0.05,pljava,GCJ bug
,,0.05,pljava,Fix of bug
,,0.05,pljava,Fix of bug
,,0.05,pljava,Fix of bug
,,0.0724,pljava,WIP 1011095: Proposed change to fix loading of security related classes./
,,0.0948,realm-java,Wrapped new JNI-level methods with high-level methods (issue
