Topic_no,Keywords,Contrib,System,Text
18,"test, make, exist, error, build, summary, rocksdb, plan, function, file, unit, blob, pass, format, main, log, change, make_sure, differential_revision, tool",0.0822,frostwire,[android] fix infinite recursion in Debug#hasContext due to self reference field/[android] Debug log output Not having this is time consuming as many exceptions are ignored and it might just be the context verifier throwing an exception that doesnt get printed by anybody/[android] avoid infinite recursion checking enums for Context Leaks/
,,0.0755,frostwire,"[android] removed not useful calculateDiskCacheSize The nature of this app is heavy use of disk, increasing or decreasing, the target shouldt change in each app start, also, the phone will more likely to fail before we reach the ~120MB max specified./"
,,0.0648,frostwire,"[android] RetryCallback, avoid infinity recursion from the constructor/"
,,0.0657,javacpp,* Make `Builder` fail on `ClassNotFoundException` or `NoClassDefFoundError` instead of logging warnings/
,,0.0758,javacpp,* Make it clear that `Indexable.createIndexer()` can throw a `NullPointerException` (issue bytedeco/javacv#437)/
,,0.1162,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.075,jna,Merge pull request from matthiasblaesing/java6 Fix Java 1.6 compatibility and introduce animal-sniffer to prevent regressions/Fix Java 1.6 compatibility and introduce animal-sniffer to prevent regressions/
,,0.1162,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1004,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/Merge pull request from java-native-access/fix-pictformat-struct Fix PictFormat assignment error in X11 libraries/
,,0.2793,jna,"Removed Windows style new line Had to remove a windows style new line to get the buid runnig with cywin Added com port stuff Added the follwing methods to com.sun.jna.platform.win32.Kernel32: boolean GetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean GetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); boolean SetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean SetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); Added the following structure to com.sun.jna.platform.win32.WinBase: DCB Added some new UnitTests Added new CHANGELOG entries. Fixed text Added com port stuff Added the follwing methods to com.sun.jna.platform.win32.Kernel32: boolean GetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean GetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); boolean SetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean SetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); Added the following structure to com.sun.jna.platform.win32.WinBase: DCB Added some new UnitTests/Merge pull request from lgoldstein/duplicate-methods Found and fixed duplicate method definitions for the same API/Found and fixed duplicate method definitions for the same API/"
,,0.0737,jna,remove console output from tests (COM tests still need cleanup and proper assertions)/
,,0.0763,jna,"Fixed eclipse build by adding an eclipse .project for contrib/src/w32util. Added W32util standalone build.xml, invoked from jna build.xml. Made all example.win32-s UNICODE. Ported Advapi32.LookupAccountName, LookupAccountSid from the NT service e"
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.138,jna,"fix test failures on amd64 with 64-bit jvm. Classloader/path was using ""build"" instead of ""build-d64"". NOTE: I considered changing and re-using the [""vmopt.arch"" value=""-d64"" else=""-Dignore""] already defined in build.xml for this, but I wasnt sure what the ""-Dignore"" case was intended for. git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/"
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.0628,jna,catch all AWT loading errors/fix build on w32/
,,0.0618,jna,fix 2 failing w32ce tests/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.0719,jna,"Merge branch issue-300 of github.com:twall/jna into issue-300/add extra args, triggering stdcall stack bug/attempt to reproduce issue"
,,0.1141,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.0681,jna,fix errors in libffi build/fix more tests/
,,0.066,jna,Merge branch issue-300 of github.com:twall/jna into issue-300/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1345,jna,"fix test failures on amd64 with 64-bit jvm. Classloader/path was using ""build"" instead of ""build-d64"". NOTE: I considered changing and re-using the [""vmopt.arch"" value=""-d64"" else=""-Dignore""] already defined in build.xml for this, but I wasnt sure what the ""-Dignore"" case was intended for. git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/"
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1162,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.3139,jna,"Removed Windows style new line Had to remove a windows style new line to get the buid runnig with cywin Added com port stuff Added the follwing methods to com.sun.jna.platform.win32.Kernel32: boolean GetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean GetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); boolean SetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean SetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); Added the following structure to com.sun.jna.platform.win32.WinBase: DCB Added some new UnitTests Added new CHANGELOG entries. Fixed text Added com port stuff Added the follwing methods to com.sun.jna.platform.win32.Kernel32: boolean GetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean GetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); boolean SetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean SetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); Added the following structure to com.sun.jna.platform.win32.WinBase: DCB Added some new UnitTests/"
,,0.2684,jna,"Removed Windows style new line Had to remove a windows style new line to get the buid runnig with cywin Added com port stuff Added the follwing methods to com.sun.jna.platform.win32.Kernel32: boolean GetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean GetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); boolean SetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean SetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); Added the following structure to com.sun.jna.platform.win32.WinBase: DCB Added some new UnitTests Added new CHANGELOG entries. Fixed text Added com port stuff Added the follwing methods to com.sun.jna.platform.win32.Kernel32: boolean GetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean GetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); boolean SetCommState(HANDLE hFile, WinBase.DCB lpDCB); boolean SetCommTimeouts(HANDLE hFile, WinBase.COMMTIMEOUTS lpCommTimeouts); Added the following structure to com.sun.jna.platform.win32.WinBase: DCB Added some new UnitTests/Merge pull request from lgoldstein/duplicate-methods Found and fixed duplicate method definitions for the same API/Found and fixed duplicate method definitions for the same API/"
,,0.0621,jna,Merge pull request from headcrashing/master New Windows Shell API mapping: SHGetSpecialFolderPath/
,,0.0577,jna,fix javadoc errors/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1182,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
,,0.1162,jna,Merge pull request from lgoldstein/load-library-fix Fix return type of Native#loadLibrary to match unconstrained generic Ö/Fix return type of Native#loadLibrary to match unconstrained generic type/
