Topic_no,Keywords,Contrib,System,Text
10,"issue, type, pointer, fix, library, message, git_svn, structure, time, avoid, native, parser, field, order, call, initialized_constructor, functions_call, load, id_bf, define",0.0865,conscrypt,am f26d5287: am b02e9dea: Fix parsing of long format DER octet string. am: 14035dcc0c * commit 14035dcc0c71a075c5ecf32a0e62295b890908f0: Fix parsing of long format DER octet string./
,,0.1258,conscrypt,"Add unused var args macro so OpenJDK compiles with debug am: e939897c4b am: 0315eed854 am: e03c736035 Change-Id: Ie7e81a4e3baa735e748d4947256b361ebe31f37a/Add unused var args macro so OpenJDK compiles with debug am: e939897c4b am: 0315eed854 Change-Id: I2e3224a33f3de0903fdd137de2539255dfd1dc0c/Add unused var args macro so OpenJDK compiles with debug am: e939897c4b Change-Id: Ie697aa36fd1417e9e25af13663381aed4ccf498c/Add unused var args macro so OpenJDK compiles with debug Currently the OpenJDK macros are not hooked up to any logging function, so they fail to compile with all the strict checking enabled. Test: enable all WITH_JNI_TRACE; mmma external/conscrypt Change-Id: Ia71296962940eca6afe934a20ffda054760b0907/"
,,0.1359,conscrypt,"User-friendly errors when native library fails to load (#295) Currently, we throw in static initialization of NativeCryptoJni, which leads to ClassNotFoundException whenever we try to access the native code at runtime. The user has no way of knowing that the library failed to load, or why. This PR attempts to make it more clear as to what went wrong, by doing the following: Log each load error, in the order attempted. Select the ""best"" load error to be thrown Dont throw from the NativeCrypto static initializer. Rather, save the best error and throw when attempting to access top-level conscrypt classes./"
,,0.1347,conscrypt,"User-friendly errors when native library fails to load (#295) Currently, we throw in static initialization of NativeCryptoJni, which leads to ClassNotFoundException whenever we try to access the native code at runtime. The user has no way of knowing that the library failed to load, or why. This PR attempts to make it more clear as to what went wrong, by doing the following: Log each load error, in the order attempted. Select the ""best"" load error to be thrown Dont throw from the NativeCrypto static initializer. Rather, save the best error and throw when attempting to access top-level conscrypt classes./"
,,0.0895,conscrypt,"Refactor OpenSSLCipher (#654) The heavily-nested class structure makes it hard to follow what every class is doing. Instead, break them out into their own classes by algorithm./"
,,0.0828,frostwire,[desktop] fixed transfers visible due to native translation of path/
,,0.0704,frostwire,[common] fixed Archive.org search results/
,,0.0704,frostwire,[common] fixed Archive.org search results/
,,0.0848,frostwire,[desktop] should fix Select-All key shortcut bug on OSX (Issue
,,0.0599,frostwire,"[android] Issue 662, NPE at LoaderManagerImpl.hasRunningLoaders/"
,,0.0764,frostwire,[android] debug output shows more about possible leakable class member/
