Topic_no,Keywords,Contrib,System,Text
8,"merge, readseq_micro, unit, fix, test, realm, master, bug, add, close, make, update, result, find, throw, using_relinker, improving_loading, issue, pull_request, correct",0.0787,conscrypt,NativeCrypto: throw instead of return null We should not return null for items that cannot be extracted. Instead throw UnsupportedOperationException so we dont break the API contract. Change-Id: I09b0854c36f02b5b7ead2fb802f1454353b4cf6e/
,,0.1133,conscrypt,"Parse ASN1_TIME structures in constructors. (#446) The legacy OpenSSL APIs in BoringSSL dont parse ASN1_TIME values until theyre used, which means that the existing code could explode in the middle of X509Certificate.getNotAfter() and similar Date-returning calls, and those calls arent declared to throw anything. Instead, read and cache the values in the constructor, where we can throw a relevant exception if necessary. We have to clone the Date values when returning them because Date is mutable./"
,,0.1235,conscrypt,"Parse ASN1_TIME structures in constructors. (#446) The legacy OpenSSL APIs in BoringSSL dont parse ASN1_TIME values until theyre used, which means that the existing code could explode in the middle of X509Certificate.getNotAfter() and similar Date-returning calls, and those calls arent declared to throw anything. Instead, read and cache the values in the constructor, where we can throw a relevant exception if necessary. We have to clone the Date values when returning them because Date is mutable./"
,,0.1177,conscrypt,"Parse ASN1_TIME structures in constructors. (#446) The legacy OpenSSL APIs in BoringSSL dont parse ASN1_TIME values until theyre used, which means that the existing code could explode in the middle of X509Certificate.getNotAfter() and similar Date-returning calls, and those calls arent declared to throw anything. Instead, read and cache the values in the constructor, where we can throw a relevant exception if necessary. We have to clone the Date values when returning them because Date is mutable./"
,,0.1177,conscrypt,"Parse ASN1_TIME structures in constructors. (#446) The legacy OpenSSL APIs in BoringSSL dont parse ASN1_TIME values until theyre used, which means that the existing code could explode in the middle of X509Certificate.getNotAfter() and similar Date-returning calls, and those calls arent declared to throw anything. Instead, read and cache the values in the constructor, where we can throw a relevant exception if necessary. We have to clone the Date values when returning them because Date is mutable./"
,,0.1189,conscrypt,"Fixes for issues found by lgtm.com (#706) * KeyManagerFactoryImpl: close opened file stream lgtm.com found an issue where FileInputStream was not closed when setting up a KeyManagerFactoryImpl. * FileClientSessionCache: use IoUtils.closeQuietly lgtm.com found a useless null check because FileInputStream never returns null. However, we can just use our utility function IoUtils.closeQuietly to achieve the same thing that was intended here./"
,,0.066,frostwire,[desktop] compilation fix. mplayer still works./
,,0.0648,frostwire,[common] time out unit bug fixed./
,,0.0677,frostwire,"[common] More coding in SearchManager2, added onError to listener/"
,,0.0669,frostwire,[common] one more little fix in limetorrents creation date/
,,0.0818,frostwire,[desktop] fixed mplayer path in windows development/
,,0.0818,frostwire,[android] dont stop music playback on applovin video ads indentation also/
,,0.0778,frostwire,[android] dont stop music playback on applovin video ads indentation also/
,,0.066,frostwire,[android] catch SQLiteException on PlaylistLoader.makePlaylistCursor/
,,0.1057,frostwire,"[common/android] crash fix due to libtorrent.generate_fingerprint param intake the last int tag parameter has to be a number between 0-19, otherwise the string returned contains a character that makes androids crash due to incompatible UTF being generated by libtorrent/"
,,0.0609,frostwire,"[desktop] cleanup, refactors, deprecation fixes/"
,,0.0673,frostwire,[android] NPE on FileListAdapter.getListItemView()/[android] NPE on FileListAdapter.getListItemView()/
