Topic_no,Keywords,Contrib,System,Text
0,"revision_pulle, summary, closes_differential, option, yiwu_arbug, tools_modeling, memtable, set, run, true, feature, immutable_memtable, ajkr_fbshipit, resolved_differential, fail, pull_request, open, sagar_fbshipit, case, memory_usage",0.05,frostwire,[android] avoid npe on log./
,,0.05,frostwire,[common] Bitsnoop/torcache/magnet fix/
,,0.05,frostwire,[common] Bitsnoop/torcache/magnet fix/
,,0.05,frostwire,[common] avoid NPE in CopyrightLicenseBroker/
,,0.05,frostwire,[desktop] BugManager revision/
,,0.05,frostwire,[desktop] BugManager revision/
,,0.05,frostwire,[desktop] BugManager revision/
,,0.05,frostwire,[desktop] BugManager revision/
,,0.05,frostwire,[desktop] BugManager revision/
,,0.05,frostwire,[desktop] BugManager revision/
,,0.066,frostwire,[desktop] fixed deprecated API use in SkinTitledBorder/
,,0.05,frostwire,[desktop] LibraryExplorer min dimensions fix. cleanup/
,,0.05,frostwire,[desktop] LibraryExplorer min dimensions fix. cleanup/
,,0.05,frostwire,"[common] getCallingMethodInfo() fix, now its the 6th elem/"
,,0.05,frostwire,[desktop] grammar fix/
,,0.0673,frostwire,[android] NPE issue with FWVibrator/
,,0.0673,frostwire,[android] NPE issue with FWVibrator/
,,0.05,frostwire,[android] fix ANR on PromotionsAdapter loading mopub view/
,,0.05,frostwire,"[android] InHouseBannerFactory NPE Fix, kiss/"
,,0.05,frostwire,[android] NPE on MusicPlaybackService::notifyChangeTask()/[android] MusicPlaybackService NPE/
,,0.05,frostwire,[android] NPE in TransferDetailPiecesFragment/
,,0.05,frostwire,[android] ProdutctPaymentOptionsView NPE/
,,0.0815,javacpp,"* Offer the Apache License, Version 2.0, as a new choice of license, in addition to the GPLv2 with Classpath exception/ * Fix `Parser` errors on unnamed `namespace` blocks, preprocessor directives with comments, and empty macros/"
,,0.05,javacpp,* Fix `NullPointerException` in `Parser` on variadic templates (issue
,,0.05,javacpp,* Fix `NullPointerException` in `Parser` on variadic templates (issue
,,0.05,jna,fix varargs on ARM/
,,0.05,jna,Fix javadoc generation with openjdk 1.8.0_121/
,,0.05,jna,down to 24 failures (4 crashes) on w32ce-arm/
,,0.05,jna,Fix JavaDoc comment (#1014)/
,,0.05,jna,fix typo git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/
,,0.05,jna,fix compile under msvc git-svn-id: 2f8a963e-d2e4-e7d0-97bf-ccb7fcea9d80/
,,0.0599,jna,fix contrib reference to deprecated method/
,,0.05,jna,Fix JavaDoc warning/
